movie_id,user_id,rating,timestamp,genres
134.0,300.0,1.0,1624279855.0,
23.0,206.0,2.0,1637202627.0,Sci-Fi|Comedy
211.0,381.0,4.0,1630242858.0,Thriller|Drama|Comedy
256.0,,2.0,1615599815.0,Comedy|Romance|Thriller
253.0,314.0,2.0,1613236280.0,Drama|Adventure
61.0,357.0,5.0,1620689968.0,Action|Thriller|Comedy
231.0,,3.0,1631004056.0,Thriller|Action|Adventure
438.0,186.0,4.0,1622762250.0,Thriller|Comedy|Adventure
312.0,312.0,1.0,1622016742.0,Thriller|Comedy
398.0,329.0,3.0,1639262136.0,Comedy|Thriller|Adventure
276.0,169.0,1.0,1610766064.0,Adventure|Thriller
56.0,238.0,3.0,1632410737.0,Drama|Adventure
483.0,220.0,5.0,1619881602.0,Sci-Fi
310.0,235.0,1.0,1626736562.0,Comedy|Thriller|Action
229.0,483.0,5.0,1632766658.0,Comedy
429.0,343.0,3.0,1621636726.0,Action
310.0,261.0,4.0,1609504626.0,Romance
134.0,425.0,4.0,1613806190.0,Adventure|Comedy|Drama
215.0,335.0,1.0,1633521227.0,Drama|Sci-Fi
130.0,234.0,1.0,1615008110.0,Romance|Comedy|Drama
246.0,196.0,3.0,1632759813.0,Comedy|Adventure|Thriller
409.0,123.0,2.0,1632701226.0,Adventure
499.0,118.0,3.0,1610773942.0,Action
275.0,210.0,2.0,1633174854.0,Thriller|Comedy|Action
483.0,136.0,3.0,1632012021.0,
163.0,168.0,3.0,1614661804.0,Romance|Drama|Comedy
322.0,467.0,3.0,1610017736.0,Sci-Fi
322.0,313.0,1.0,1637935979.0,Action|Drama
321.0,154.0,1.0,1636730644.0,Drama
47.0,376.0,5.0,1614357381.0,Action|Sci-Fi
304.0,446.0,3.0,1613609319.0,Thriller|Action|Drama
462.0,185.0,4.0,1617224887.0,Romance
403.0,306.0,1.0,1621422244.0,Comedy|Thriller
421.0,464.0,2.0,1622907762.0,Drama
482.0,238.0,2.0,1614073699.0,Action|Sci-Fi
347.0,273.0,4.0,1613364937.0,Comedy|Adventure|Action
141.0,431.0,2.0,1610890063.0,Sci-Fi
81.0,325.0,2.0,1634549379.0,Adventure|Thriller|Action
266.0,354.0,2.0,1619442761.0,Romance|Comedy|Sci-Fi
124.0,444.0,5.0,1622547328.0,Comedy|Adventure|Action
419.0,402.0,1.0,1613741748.0,Drama|Adventure|Thriller
371.0,401.0,1.0,1630478382.0,Romance|Thriller|Drama
60.0,240.0,5.0,1617038464.0,Romance|Adventure
261.0,483.0,2.0,1633127244.0,Drama|Thriller|Romance
471.0,163.0,2.0,1617126105.0,Drama|Action|Romance
228.0,414.0,2.0,1621790121.0,Comedy
114.0,410.0,3.0,1612446371.0,Adventure
153.0,230.0,5.0,1625055191.0,Sci-Fi|Thriller|Adventure
21.0,432.0,2.0,1632510480.0,Comedy
46.0,385.0,5.0,1629566754.0,Comedy|Romance
85.0,161.0,4.0,1634854164.0,Action|Adventure
231.0,293.0,5.0,1631741901.0,Thriller|Romance|Drama
495.0,281.0,5.0,1614383322.0,Comedy
304.0,407.0,5.0,1626551872.0,Comedy
295.0,171.0,4.0,1622831975.0,Thriller
128.0,210.0,1.0,1627650854.0,Action|Sci-Fi|Romance
198.0,356.0,4.0,1632602597.0,Comedy|Action|Sci-Fi
49.0,260.0,3.0,1615947418.0,Romance|Sci-Fi
151.0,390.0,5.0,1628992826.0,Romance|Thriller
240.0,237.0,1.0,1639578841.0,Adventure|Romance
453.0,224.0,4.0,1632700897.0,Romance|Adventure|Drama
99.0,392.0,2.0,1623696236.0,Sci-Fi|Comedy
217.0,342.0,4.0,1614681440.0,Action
214.0,128.0,4.0,1634917363.0,Comedy|Adventure
134.0,397.0,3.0,1632525386.0,Comedy|Thriller
1.0,470.0,1.0,1637345778.0,Sci-Fi|Drama
32.0,173.0,1.0,1613256603.0,Adventure|Romance
213.0,436.0,5.0,1637427923.0,Comedy
438.0,127.0,3.0,1615025053.0,Action
314.0,145.0,5.0,1624959590.0,Thriller|Romance
28.0,334.0,1.0,1629406827.0,Thriller
,332.0,2.0,1622346504.0,Comedy|Drama|Thriller
28.0,244.0,5.0,1631084160.0,Comedy
170.0,472.0,2.0,1622165379.0,Thriller|Action
432.0,145.0,3.0,1626315913.0,Drama|Action
215.0,132.0,2.0,1631541521.0,Romance|Adventure
446.0,187.0,2.0,1626082534.0,Drama
113.0,193.0,3.0,1627246985.0,Romance|Action|Adventure
279.0,477.0,2.0,1611561380.0,Comedy|Romance
130.0,140.0,5.0,1610809823.0,Comedy|Sci-Fi
367.0,447.0,5.0,1632660489.0,Romance
166.0,409.0,5.0,1624413465.0,Action
,382.0,1.0,1619495329.0,Sci-Fi|Action
93.0,248.0,5.0,1620747935.0,Adventure
342.0,441.0,3.0,1640115226.0,Adventure|Sci-Fi|Comedy
390.0,121.0,2.0,1616203451.0,Romance
153.0,359.0,1.0,1637755331.0,Drama
140.0,350.0,4.0,1631780860.0,Romance
47.0,260.0,3.0,1617899967.0,Drama
346.0,195.0,1.0,1630602394.0,Action|Sci-Fi
420.0,412.0,4.0,1610163774.0,Adventure|Comedy|Drama
180.0,254.0,5.0,1632586954.0,Drama
252.0,149.0,1.0,1610419047.0,Comedy|Action
466.0,176.0,4.0,1610502187.0,Comedy|Drama|Sci-Fi
354.0,246.0,3.0,1638415627.0,Romance
162.0,365.0,2.0,1637047636.0,Adventure|Comedy
497.0,336.0,3.0,1630240677.0,Thriller|Drama|Romance
141.0,346.0,2.0,1634290800.0,Sci-Fi
336.0,473.0,1.0,1626511499.0,Adventure
33.0,115.0,5.0,1634057483.0,Comedy|Thriller
,167.0,1.0,1627292140.0,Comedy|Action
370.0,167.0,5.0,1640572222.0,Sci-Fi|Romance|Comedy
106.0,275.0,1.0,1619392188.0,Sci-Fi|Action
86.0,185.0,4.0,1618863203.0,Adventure
261.0,261.0,1.0,1627428806.0,Action|Thriller
80.0,145.0,4.0,1630183471.0,Adventure
398.0,374.0,3.0,1628594355.0,Drama
306.0,329.0,5.0,1640621843.0,Romance|Thriller|Action
76.0,265.0,5.0,1626335228.0,Romance|Drama
52.0,478.0,3.0,1628896161.0,Thriller|Sci-Fi|Action
251.0,425.0,2.0,1610160009.0,Romance|Sci-Fi|Thriller
292.0,,4.0,1611987325.0,Thriller|Comedy
7.0,245.0,3.0,1615303258.0,Comedy|Romance
424.0,390.0,5.0,1626828591.0,Adventure|Thriller
494.0,420.0,3.0,1613430278.0,Thriller
482.0,414.0,5.0,1620218382.0,Romance|Comedy|Action
444.0,310.0,2.0,1620818222.0,Adventure|Thriller
121.0,122.0,5.0,1619994841.0,Action|Romance|Drama
299.0,312.0,5.0,1609507440.0,Romance|Drama
347.0,350.0,4.0,1617629772.0,Thriller|Action|Adventure
388.0,498.0,3.0,1640348726.0,Action|Adventure
472.0,458.0,5.0,1634666125.0,Adventure|Thriller|Action
273.0,134.0,1.0,1618819914.0,Sci-Fi|Thriller
491.0,476.0,2.0,1611720307.0,Romance|Action|Thriller
446.0,276.0,4.0,1639607313.0,Action|Adventure|Sci-Fi
304.0,359.0,1.0,1631788193.0,Comedy|Romance
412.0,487.0,3.0,1623982380.0,Thriller
233.0,234.0,2.0,1629233857.0,
117.0,386.0,1.0,1610926388.0,Sci-Fi|Drama
203.0,298.0,2.0,1631840580.0,Comedy|Adventure
326.0,138.0,2.0,1621446172.0,Sci-Fi|Thriller
415.0,338.0,2.0,1621837255.0,Sci-Fi|Thriller|Action
315.0,374.0,3.0,1630759203.0,Romance|Thriller
228.0,473.0,3.0,1621415047.0,Sci-Fi|Drama
216.0,422.0,1.0,1621251801.0,Thriller|Sci-Fi|Romance
57.0,385.0,5.0,1621290516.0,Thriller|Comedy
456.0,322.0,4.0,1640976319.0,Sci-Fi|Action|Romance
464.0,490.0,4.0,1622058708.0,Action|Comedy|Romance
93.0,318.0,2.0,1630923598.0,Romance|Adventure|Thriller
450.0,303.0,3.0,1612465565.0,Romance|Thriller|Adventure
241.0,139.0,5.0,1639648213.0,Sci-Fi|Comedy|Thriller
80.0,168.0,5.0,1629055806.0,Drama
480.0,325.0,4.0,1626396305.0,Adventure|Sci-Fi
276.0,202.0,2.0,1630206611.0,Adventure
36.0,353.0,5.0,1618395300.0,Sci-Fi|Thriller
13.0,134.0,4.0,1611203326.0,Adventure|Thriller
258.0,434.0,1.0,1618579560.0,Drama
5.0,462.0,3.0,1618951380.0,Romance|Adventure
377.0,119.0,5.0,1631333438.0,Action
372.0,173.0,4.0,1615515866.0,Sci-Fi
241.0,461.0,5.0,1614613027.0,Romance|Drama|Action
18.0,188.0,3.0,1610367909.0,Comedy|Drama
456.0,220.0,,1633100047.0,Adventure|Thriller
348.0,416.0,1.0,1626830240.0,Sci-Fi|Romance
236.0,286.0,4.0,1623329415.0,Drama|Thriller|Action
90.0,143.0,3.0,1624433329.0,Comedy|Romance|Drama
155.0,,5.0,,Thriller|Adventure
390.0,372.0,5.0,1619368686.0,Sci-Fi|Romance|Adventure
,496.0,4.0,1633515167.0,Adventure
249.0,136.0,4.0,1621051917.0,Romance|Drama|Sci-Fi
149.0,477.0,5.0,1624081001.0,Action|Drama|Comedy
325.0,488.0,2.0,1632774595.0,Comedy
305.0,241.0,5.0,1631939617.0,Drama|Adventure
387.0,210.0,3.0,1627027821.0,Sci-Fi|Drama
,247.0,4.0,1635317588.0,Drama|Romance
132.0,226.0,5.0,1622113356.0,Thriller|Sci-Fi
7.0,438.0,3.0,1638921349.0,Romance
398.0,337.0,5.0,1637693699.0,Drama|Adventure
265.0,371.0,1.0,1619666817.0,Romance|Action|Thriller
161.0,241.0,5.0,1616400351.0,Adventure
198.0,145.0,1.0,1624337073.0,Comedy
318.0,272.0,2.0,1633316557.0,Comedy
482.0,190.0,5.0,1630044864.0,Thriller|Romance|Action
64.0,336.0,1.0,1636506044.0,Action|Romance
298.0,474.0,1.0,1613862241.0,Romance|Drama
37.0,387.0,4.0,1630486735.0,Thriller|Romance
415.0,320.0,4.0,1626020368.0,Comedy
223.0,214.0,2.0,1628504835.0,Comedy|Adventure|Drama
60.0,106.0,4.0,1619099801.0,Sci-Fi|Comedy|Drama
447.0,158.0,5.0,1638927699.0,Drama|Action|Sci-Fi
401.0,226.0,1.0,1633560773.0,Drama|Sci-Fi|Comedy
146.0,377.0,1.0,1639470310.0,Sci-Fi|Drama
114.0,145.0,5.0,1625146218.0,Romance
409.0,459.0,3.0,1628066423.0,Comedy|Drama|Action
456.0,117.0,3.0,1631768422.0,Comedy|Romance|Action
384.0,224.0,5.0,1617173113.0,Drama|Thriller|Action
417.0,207.0,4.0,1635761490.0,Sci-Fi
30.0,158.0,5.0,1619924183.0,Action
291.0,460.0,1.0,1625999181.0,Comedy|Drama|Sci-Fi
343.0,371.0,1.0,1610915481.0,Comedy
21.0,375.0,2.0,1619364951.0,Comedy
257.0,242.0,2.0,1625057613.0,Thriller|Romance|Sci-Fi
90.0,223.0,3.0,1623023710.0,Comedy|Action
305.0,384.0,3.0,1635292237.0,Drama|Adventure|Thriller
190.0,459.0,2.0,1613000491.0,Thriller|Sci-Fi|Comedy
51.0,150.0,1.0,1630861624.0,Action
388.0,141.0,1.0,1630956113.0,Thriller
401.0,267.0,1.0,1621423675.0,Thriller
481.0,416.0,5.0,1629009352.0,Drama
203.0,361.0,5.0,1619948989.0,Romance|Drama|Thriller
92.0,439.0,1.0,1612256723.0,Sci-Fi|Thriller|Adventure
76.0,456.0,4.0,1620003497.0,Comedy|Thriller
98.0,320.0,1.0,1609825502.0,Thriller
48.0,316.0,3.0,1634949474.0,Sci-Fi|Romance
352.0,210.0,4.0,1625928538.0,Sci-Fi
260.0,283.0,5.0,1616627815.0,Sci-Fi|Drama
80.0,281.0,2.0,1613362417.0,Sci-Fi|Drama
109.0,168.0,5.0,1622408514.0,Comedy|Sci-Fi
348.0,223.0,2.0,1621543020.0,Thriller|Comedy|Sci-Fi
485.0,151.0,3.0,1632885492.0,Action
271.0,305.0,1.0,1628012360.0,Adventure|Action|Thriller
397.0,251.0,3.0,1639053989.0,Sci-Fi|Romance
77.0,154.0,4.0,1610919596.0,
52.0,259.0,2.0,1612019271.0,Adventure|Thriller|Comedy
225.0,171.0,3.0,1623932380.0,Adventure|Action
389.0,369.0,2.0,1640688655.0,Drama
333.0,452.0,1.0,1625527304.0,Sci-Fi|Action|Romance
50.0,310.0,4.0,1632808263.0,Comedy
271.0,270.0,2.0,1613701952.0,Romance
183.0,177.0,5.0,1632324744.0,
143.0,373.0,3.0,1610972177.0,Adventure|Sci-Fi|Comedy
214.0,453.0,5.0,1638852466.0,Drama|Adventure
212.0,,1.0,1635759216.0,Romance|Comedy|Adventure
281.0,,2.0,1625437539.0,Thriller|Sci-Fi
263.0,265.0,5.0,1638293794.0,Sci-Fi
218.0,411.0,5.0,1638798352.0,Drama
399.0,490.0,1.0,1623892319.0,Romance|Sci-Fi|Adventure
62.0,346.0,4.0,1611876489.0,Adventure
59.0,107.0,3.0,1629724745.0,Thriller|Action
68.0,192.0,4.0,1623408617.0,Thriller
292.0,292.0,1.0,1620938343.0,Sci-Fi|Thriller
290.0,500.0,4.0,1629961250.0,Sci-Fi|Thriller|Romance
79.0,397.0,1.0,1621428694.0,Action|Sci-Fi
221.0,416.0,3.0,,Drama|Action|Romance
18.0,241.0,5.0,1640730680.0,Adventure|Thriller|Action
50.0,485.0,5.0,1625352926.0,Action|Comedy
120.0,416.0,2.0,1640058691.0,Drama|Romance|Adventure
444.0,315.0,4.0,1612391481.0,Romance|Drama
70.0,179.0,3.0,1630820022.0,Romance|Comedy|Adventure
123.0,211.0,2.0,1639294182.0,Romance|Comedy
232.0,,4.0,1633095143.0,Thriller|Action|Sci-Fi
239.0,128.0,5.0,1637561195.0,Drama|Adventure|Thriller
349.0,325.0,3.0,1630850334.0,Action|Adventure
69.0,387.0,3.0,1638971345.0,Comedy
178.0,140.0,3.0,1624848034.0,Drama
325.0,245.0,1.0,1635331990.0,Romance|Drama|Sci-Fi
41.0,111.0,4.0,1623033901.0,Adventure
424.0,146.0,2.0,1618145125.0,Sci-Fi|Drama|Adventure
108.0,255.0,3.0,1621095565.0,Romance|Adventure
447.0,403.0,4.0,1624907110.0,Drama|Romance|Sci-Fi
394.0,,3.0,1613523217.0,Thriller|Romance
,177.0,4.0,1610676158.0,Comedy|Drama
384.0,206.0,5.0,1616022723.0,Comedy
386.0,442.0,1.0,1629474399.0,Action|Sci-Fi
433.0,288.0,4.0,1628664458.0,Comedy|Adventure|Action
61.0,373.0,5.0,1639135610.0,Drama|Adventure
470.0,369.0,1.0,1629507169.0,Thriller|Adventure
448.0,442.0,4.0,1637688188.0,Action
275.0,148.0,4.0,1640102870.0,Comedy|Adventure|Thriller
34.0,485.0,1.0,1631877641.0,Romance|Comedy|Drama
213.0,423.0,3.0,1629347089.0,Action|Drama|Comedy
52.0,342.0,1.0,1618628006.0,Adventure|Romance|Thriller
220.0,293.0,1.0,1609781134.0,Romance|Drama|Comedy
440.0,420.0,1.0,1616593163.0,Comedy|Action|Adventure
312.0,240.0,3.0,1616181387.0,Thriller|Drama
191.0,335.0,5.0,1615338441.0,Drama|Action|Adventure
290.0,143.0,3.0,1611052973.0,Sci-Fi|Action|Drama
,217.0,1.0,1621345021.0,Adventure|Comedy|Romance
500.0,305.0,4.0,1624265531.0,Sci-Fi|Action|Thriller
398.0,437.0,2.0,1624862556.0,Thriller|Drama|Action
399.0,445.0,5.0,1635087279.0,Sci-Fi
450.0,147.0,1.0,1618783343.0,Sci-Fi|Thriller
275.0,211.0,5.0,1618520941.0,Thriller|Drama
275.0,112.0,2.0,1639621128.0,Comedy
244.0,102.0,1.0,1636985149.0,Sci-Fi|Action
123.0,180.0,5.0,1625205966.0,Action|Romance|Sci-Fi
38.0,239.0,5.0,1620033698.0,Action|Romance|Adventure
374.0,289.0,3.0,1638773911.0,Comedy|Drama|Adventure
386.0,390.0,5.0,1611091096.0,Thriller
39.0,209.0,5.0,1640188956.0,Thriller
43.0,105.0,3.0,1614700880.0,Drama|Action
155.0,485.0,2.0,1615188474.0,Thriller
236.0,198.0,1.0,1622018584.0,Romance|Adventure|Sci-Fi
,215.0,5.0,1626470214.0,Drama|Sci-Fi|Adventure
461.0,468.0,3.0,1632495591.0,Romance|Thriller
269.0,159.0,4.0,1636122180.0,Comedy|Action
51.0,368.0,2.0,1619855080.0,Sci-Fi
392.0,440.0,5.0,1620391181.0,Romance|Comedy|Adventure
81.0,392.0,5.0,1634697660.0,Sci-Fi|Thriller|Romance
198.0,278.0,5.0,1636299902.0,Action
,121.0,4.0,1639509427.0,Sci-Fi
302.0,350.0,3.0,1637214216.0,Comedy|Romance
391.0,433.0,2.0,1631650849.0,Comedy|Action
62.0,306.0,5.0,1623606260.0,Comedy
371.0,439.0,3.0,1630421891.0,Comedy|Romance
220.0,170.0,4.0,1611434471.0,Sci-Fi|Comedy
353.0,437.0,2.0,1614978569.0,Thriller|Adventure|Action
475.0,449.0,2.0,1637893342.0,Action|Sci-Fi|Romance
211.0,266.0,2.0,1615000345.0,Sci-Fi|Drama|Romance
461.0,167.0,5.0,1640578432.0,Comedy|Thriller|Drama
181.0,403.0,1.0,1636511958.0,Romance
194.0,245.0,5.0,1634277608.0,Thriller|Drama|Romance
288.0,411.0,5.0,1620286256.0,Comedy|Thriller
474.0,459.0,2.0,1639669218.0,Comedy|Adventure|Thriller
241.0,148.0,3.0,1630482213.0,Drama
288.0,355.0,3.0,1618998167.0,Drama|Action|Comedy
108.0,,5.0,1629744855.0,Comedy|Romance|Action
46.0,182.0,5.0,1633066287.0,Drama|Comedy|Thriller
79.0,,3.0,1617372741.0,Adventure|Thriller
8.0,139.0,5.0,1637566605.0,Sci-Fi
433.0,292.0,1.0,1611679993.0,Thriller|Comedy|Drama
349.0,251.0,3.0,1616597430.0,Thriller|Romance|Sci-Fi
447.0,181.0,2.0,1630054221.0,Thriller
405.0,434.0,2.0,1627045160.0,Action
390.0,364.0,2.0,1630648381.0,Sci-Fi|Comedy|Adventure
122.0,168.0,5.0,,Romance|Adventure|Thriller
,249.0,1.0,1619193821.0,Comedy|Thriller
413.0,151.0,3.0,1632133680.0,Thriller|Action|Romance
80.0,106.0,1.0,1626072474.0,Thriller|Romance|Drama
390.0,158.0,2.0,1639482023.0,Comedy|Sci-Fi|Action
369.0,240.0,2.0,1615124672.0,Adventure|Sci-Fi
407.0,324.0,1.0,1628427445.0,Drama
276.0,392.0,5.0,1640044832.0,Thriller
17.0,112.0,5.0,1634367188.0,Drama|Action
12.0,233.0,4.0,1622396861.0,Sci-Fi|Adventure
367.0,388.0,1.0,1635799904.0,Romance|Thriller|Sci-Fi
124.0,109.0,5.0,1640688820.0,Comedy|Thriller
129.0,255.0,1.0,1640767094.0,Comedy|Thriller|Romance
8.0,312.0,5.0,,Adventure
253.0,352.0,2.0,1625959617.0,Comedy|Sci-Fi|Drama
151.0,197.0,1.0,1627512361.0,Drama
81.0,122.0,3.0,1615845602.0,Drama
480.0,335.0,1.0,1623776889.0,Comedy|Drama
355.0,170.0,2.0,1612141673.0,Sci-Fi|Comedy|Drama
334.0,240.0,2.0,1639393936.0,Drama|Adventure|Action
16.0,289.0,1.0,1624719948.0,Comedy
160.0,334.0,5.0,1628392372.0,
374.0,372.0,3.0,1621834040.0,Sci-Fi
331.0,197.0,1.0,1636635744.0,Thriller
12.0,241.0,3.0,1633362118.0,Action
477.0,383.0,2.0,1630822068.0,Drama
467.0,321.0,2.0,1627441725.0,Thriller|Action
22.0,293.0,2.0,1631332256.0,Adventure|Comedy
234.0,205.0,3.0,1620690034.0,Action|Romance|Thriller
157.0,298.0,3.0,1640763473.0,Drama|Sci-Fi
63.0,450.0,3.0,1610070538.0,Romance|Sci-Fi|Drama
170.0,147.0,2.0,1633050492.0,Adventure|Drama|Romance
97.0,132.0,3.0,1632895902.0,Comedy
260.0,246.0,1.0,1610294485.0,Sci-Fi|Romance|Action
348.0,321.0,3.0,1628320392.0,Adventure|Drama
270.0,221.0,5.0,1617887322.0,Sci-Fi|Action
388.0,143.0,5.0,1635241642.0,Sci-Fi|Drama
316.0,188.0,2.0,1618199893.0,Romance|Drama|Action
294.0,196.0,5.0,1625518175.0,Comedy
424.0,214.0,4.0,1616414661.0,Thriller|Action|Sci-Fi
3.0,322.0,5.0,,Comedy
357.0,232.0,3.0,1629321237.0,Romance
158.0,319.0,5.0,1634269724.0,Comedy|Adventure|Romance
118.0,436.0,5.0,1621718489.0,Sci-Fi
119.0,128.0,3.0,1610672050.0,Adventure
452.0,306.0,4.0,1637043912.0,Sci-Fi|Action|Romance
249.0,219.0,1.0,1632485822.0,Romance
235.0,463.0,4.0,1638289657.0,Romance|Action|Comedy
140.0,248.0,1.0,1617951762.0,Action|Adventure
240.0,177.0,1.0,1627826432.0,Romance|Drama
222.0,106.0,3.0,1635988627.0,Sci-Fi
409.0,363.0,4.0,1615021752.0,Sci-Fi|Drama|Romance
235.0,440.0,4.0,1610026414.0,Thriller|Drama
119.0,478.0,2.0,1611856635.0,Comedy|Adventure
91.0,290.0,5.0,1614393963.0,Adventure
490.0,418.0,1.0,1621759293.0,Sci-Fi|Action|Drama
242.0,418.0,2.0,1625293494.0,Drama|Sci-Fi
110.0,164.0,1.0,1636314601.0,Action|Comedy|Thriller
305.0,488.0,4.0,1627269214.0,Thriller|Sci-Fi
387.0,354.0,4.0,1636008739.0,Thriller
335.0,278.0,2.0,1615790600.0,Comedy|Drama|Adventure
323.0,251.0,1.0,1635938943.0,Thriller|Drama
285.0,,1.0,1612035273.0,
204.0,305.0,5.0,1616609570.0,Thriller|Drama
222.0,442.0,1.0,1617035798.0,Action
407.0,484.0,1.0,1639696507.0,Thriller|Drama|Romance
269.0,,5.0,1637109749.0,Action
335.0,111.0,5.0,1616405538.0,Action|Drama|Thriller
382.0,248.0,2.0,1626129237.0,Drama|Comedy|Action
135.0,367.0,1.0,1616093920.0,Sci-Fi|Adventure
435.0,181.0,5.0,1632749973.0,Thriller|Romance|Drama
416.0,156.0,1.0,1627036029.0,Drama|Action
59.0,196.0,,1626463689.0,Comedy|Romance
307.0,461.0,1.0,1633631658.0,Romance|Adventure
81.0,442.0,3.0,1615218556.0,Romance|Adventure
323.0,380.0,1.0,1612783678.0,Sci-Fi|Romance
302.0,267.0,1.0,1621075694.0,Adventure
105.0,239.0,2.0,1625500820.0,Action
143.0,101.0,3.0,1610338626.0,Action
122.0,360.0,3.0,1632456495.0,Drama
445.0,372.0,1.0,1622228628.0,Action
485.0,140.0,4.0,1614205427.0,Adventure|Action|Comedy
156.0,329.0,4.0,1613411400.0,
333.0,225.0,1.0,1626367530.0,Adventure|Action|Comedy
288.0,495.0,3.0,1626134130.0,Sci-Fi|Adventure
28.0,221.0,2.0,1623982877.0,Thriller
281.0,130.0,3.0,1619981180.0,Romance|Comedy
454.0,355.0,1.0,1636201440.0,Thriller|Adventure|Comedy
,118.0,5.0,1622130322.0,Adventure
59.0,188.0,2.0,1624664199.0,Action|Comedy
236.0,454.0,5.0,1616572175.0,Romance|Drama
223.0,408.0,3.0,1616113392.0,Thriller|Comedy
393.0,480.0,5.0,1637404749.0,Action
218.0,333.0,4.0,1637998942.0,Sci-Fi|Comedy|Thriller
171.0,468.0,3.0,1636348420.0,Romance|Sci-Fi
457.0,387.0,5.0,1630871416.0,Romance|Drama
21.0,435.0,5.0,1611660383.0,Thriller|Drama
203.0,156.0,1.0,1613684255.0,Comedy|Drama
96.0,328.0,1.0,1620357553.0,Thriller
42.0,448.0,2.0,1630055760.0,Action|Sci-Fi
72.0,261.0,2.0,1640498765.0,Thriller|Romance
66.0,464.0,1.0,1616106149.0,Action|Comedy|Sci-Fi
427.0,421.0,4.0,1621506149.0,Comedy|Adventure
235.0,231.0,1.0,1636407641.0,Sci-Fi|Adventure|Drama
30.0,241.0,,1610432021.0,Thriller|Action
294.0,119.0,3.0,1620394517.0,Drama
446.0,415.0,1.0,1625370352.0,Sci-Fi|Adventure|Drama
266.0,214.0,5.0,1625212311.0,Comedy
102.0,344.0,1.0,1620493008.0,Romance|Thriller|Adventure
202.0,160.0,5.0,1630434879.0,Action
275.0,172.0,5.0,1621284210.0,Adventure
24.0,228.0,2.0,1617619058.0,Adventure|Sci-Fi
330.0,420.0,3.0,1625084581.0,Action|Thriller|Adventure
398.0,202.0,5.0,1613309355.0,Adventure|Comedy
450.0,379.0,5.0,1627388020.0,Comedy|Drama
